revenue,employees,years_in_business,prior_claims_count,prior_claims_total,tiv,requested_premium,loss_ratio,credit_score,dti_ratio,ltv_ratio,property_age,construction_type,occupancy_type,protection_class,roof_type,year_built,square_footage,num_stories,sprinkler_system,alarm_system,prior_cancellations,month_of_binding,quarter,revenue_per_employee,claims_per_year,tiv_to_revenue,premium_to_tiv,risk_score_raw,target
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
0.0,0.0,0.0,12.0,1506800.0,34190000.0,1341100.0,0.044071365896460955,0.0,0.0,0.0,21,1.0,3.0,0.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.03922491956712489,0.5632214097689383,18872.82
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
